year,state,county,FIPS,candidate,party,candidatevotes,totalvotes,version
2004,Tennessee,Blount,47009,Other,NA,428,48710,20191203
2004,Tennessee,Bradley,47011,John Kerry,democrat,9426,35623,20191203
2004,Tennessee,Bradley,47011,George W. Bush,republican,25942,35623,20191203
2004,Tennessee,Bradley,47011,Other,NA,255,35623,20191203
2004,Tennessee,Campbell,47013,John Kerry,democrat,6163,14118,20191203
2004,Tennessee,Campbell,47013,George W. Bush,republican,7859,14118,20191203
2004,Tennessee,Campbell,47013,Other,NA,96,14118,20191203
2004,Tennessee,Cannon,47015,John Kerry,democrat,2510,5467,20191203
2004,Tennessee,Cannon,47015,George W. Bush,republican,2923,5467,20191203
2004,Tennessee,Cannon,47015,Other,NA,34,5467,20191203
2004,Tennessee,Carroll,47017,John Kerry,democrat,5070,11755,20191203
2004,Tennessee,Carroll,47017,George W. Bush,republican,6603,11755,20191203
2004,Tennessee,Carroll,47017,Other,NA,82,11755,20191203
2004,Tennessee,Carter,47019,John Kerry,democrat,6390,22302,20191203
2004,Tennessee,Carter,47019,George W. Bush,republican,15763,22302,20191203
2004,Tennessee,Carter,47019,Other,NA,149,22302,20191203
2004,Tennessee,Cheatham,47021,John Kerry,democrat,5918,15697,20191203
2004,Tennessee,Cheatham,47021,George W. Bush,republican,9676,15697,20191203
2004,Tennessee,Cheatham,47021,Other,NA,103,15697,20191203
2004,Tennessee,Chester,47023,John Kerry,democrat,2182,6297,20191203
2004,Tennessee,Chester,47023,George W. Bush,republican,4086,6297,20191203
2004,Tennessee,Chester,47023,Other,NA,29,6297,20191203
2004,Tennessee,Claiborne,47025,John Kerry,democrat,4033,10538,20191203
2004,Tennessee,Claiborne,47025,George W. Bush,republican,6447,10538,20191203
2004,Tennessee,Claiborne,47025,Other,NA,58,10538,20191203
2004,Tennessee,Clay,47027,John Kerry,democrat,1673,3352,20191203
2004,Tennessee,Clay,47027,George W. Bush,republican,1647,3352,20191203
2004,Tennessee,Clay,47027,Other,NA,32,3352,20191203
2004,Tennessee,Cocke,47029,John Kerry,democrat,3932,12301,20191203
2004,Tennessee,Cocke,47029,George W. Bush,republican,8290,12301,20191203
2004,Tennessee,Cocke,47029,Other,NA,79,12301,20191203
2004,Tennessee,Coffee,47031,John Kerry,democrat,8238,20154,20191203
2004,Tennessee,Coffee,47031,George W. Bush,republican,11785,20154,20191203
2004,Tennessee,Coffee,47031,Other,NA,131,20154,20191203
2004,Tennessee,Crockett,47033,John Kerry,democrat,2455,5715,20191203
2004,Tennessee,Crockett,47033,George W. Bush,republican,3239,5715,20191203
2004,Tennessee,Crockett,47033,Other,NA,21,5715,20191203
2004,Tennessee,Cumberland,47035,John Kerry,democrat,8326,23634,20191203
2004,Tennessee,Cumberland,47035,George W. Bush,republican,15142,23634,20191203
2004,Tennessee,Cumberland,47035,Other,NA,166,23634,20191203
2004,Tennessee,Davidson,47037,John Kerry,democrat,132362,241675,20191203
2004,Tennessee,Davidson,47037,George W. Bush,republican,107618,241675,20191203
2004,Tennessee,Davidson,47037,Other,NA,1695,241675,20191203
2004,Tennessee,Decatur,47039,John Kerry,democrat,2268,4879,20191203
2004,Tennessee,Decatur,47039,George W. Bush,republican,2566,4879,20191203
2004,Tennessee,Decatur,47039,Other,NA,45,4879,20191203
2004,Tennessee,DeKalb,47041,John Kerry,democrat,3445,7173,20191203
2004,Tennessee,DeKalb,47041,George W. Bush,republican,3685,7173,20191203
2004,Tennessee,DeKalb,47041,Other,NA,43,7173,20191203
2004,Tennessee,Dickson,47043,John Kerry,democrat,8592,19283,20191203
2004,Tennessee,Dickson,47043,George W. Bush,republican,10557,19283,20191203
2004,Tennessee,Dickson,47043,Other,NA,134,19283,20191203
2004,Tennessee,Dyer,47045,John Kerry,democrat,5287,13809,20191203
2004,Tennessee,Dyer,47045,George W. Bush,republican,8447,13809,20191203
2004,Tennessee,Dyer,47045,Other,NA,75,13809,20191203
2004,Tennessee,Fayette,47047,John Kerry,democrat,5692,14731,20191203
2004,Tennessee,Fayette,47047,George W. Bush,republican,8960,14731,20191203
2004,Tennessee,Fayette,47047,Other,NA,79,14731,20191203
2004,Tennessee,Fentress,47049,John Kerry,democrat,2371,6700,20191203
2004,Tennessee,Fentress,47049,George W. Bush,republican,4293,6700,20191203
2004,Tennessee,Fentress,47049,Other,NA,36,6700,20191203
2004,Tennessee,Franklin,47051,John Kerry,democrat,7797,17070,20191203
2004,Tennessee,Franklin,47051,George W. Bush,republican,9126,17070,20191203
2004,Tennessee,Franklin,47051,Other,NA,147,17070,20191203
2004,Tennessee,Gibson,47053,John Kerry,democrat,8509,19219,20191203
2004,Tennessee,Gibson,47053,George W. Bush,republican,10596,19219,20191203
2004,Tennessee,Gibson,47053,Other,NA,114,19219,20191203
2004,Tennessee,Giles,47055,John Kerry,democrat,5273,11536,20191203
2004,Tennessee,Giles,47055,George W. Bush,republican,6162,11536,20191203
2004,Tennessee,Giles,47055,Other,NA,101,11536,20191203
2004,Tennessee,Grainger,47057,John Kerry,democrat,2569,7525,20191203
2004,Tennessee,Grainger,47057,George W. Bush,republican,4905,7525,20191203
2004,Tennessee,Grainger,47057,Other,NA,51,7525,20191203
2004,Tennessee,Greene,47059,John Kerry,democrat,7625,24172,20191203
2004,Tennessee,Greene,47059,George W. Bush,republican,16374,24172,20191203
2004,Tennessee,Greene,47059,Other,NA,173,24172,20191203
2004,Tennessee,Grundy,47061,John Kerry,democrat,2787,4923,20191203
2004,Tennessee,Grundy,47061,George W. Bush,republican,2102,4923,20191203
2004,Tennessee,Grundy,47061,Other,NA,34,4923,20191203
2004,Tennessee,Hamblen,47063,John Kerry,democrat,7426,22302,20191203
2004,Tennessee,Hamblen,47063,George W. Bush,republican,14733,22302,20191203
2004,Tennessee,Hamblen,47063,Other,NA,143,22302,20191203
2004,Tennessee,Hamilton,47065,John Kerry,democrat,57268,136863,20191203
2004,Tennessee,Hamilton,47065,George W. Bush,republican,78513,136863,20191203
2004,Tennessee,Hamilton,47065,Other,NA,1082,136863,20191203
2004,Tennessee,Hancock,47067,John Kerry,democrat,776,2550,20191203
2004,Tennessee,Hancock,47067,George W. Bush,republican,1756,2550,20191203
2004,Tennessee,Hancock,47067,Other,NA,18,2550,20191203
2004,Tennessee,Hardeman,47069,John Kerry,democrat,5683,10462,20191203
2004,Tennessee,Hardeman,47069,George W. Bush,republican,4702,10462,20191203
2004,Tennessee,Hardeman,47069,Other,NA,77,10462,20191203
2004,Tennessee,Hardin,47071,John Kerry,democrat,3834,9954,20191203
2004,Tennessee,Hardin,47071,George W. Bush,republican,6087,9954,20191203
2004,Tennessee,Hardin,47071,Other,NA,33,9954,20191203
2004,Tennessee,Hawkins,47073,John Kerry,democrat,6683,20230,20191203
2004,Tennessee,Hawkins,47073,George W. Bush,republican,13445,20230,20191203
2004,Tennessee,Hawkins,47073,Other,NA,102,20230,20191203
2004,Tennessee,Haywood,47075,John Kerry,democrat,4359,7548,20191203
2004,Tennessee,Haywood,47075,George W. Bush,republican,3140,7548,20191203
2004,Tennessee,Haywood,47075,Other,NA,49,7548,20191203
2004,Tennessee,Henderson,47077,John Kerry,democrat,3448,10096,20191203
2004,Tennessee,Henderson,47077,George W. Bush,republican,6585,10096,20191203
2004,Tennessee,Henderson,47077,Other,NA,63,10096,20191203
2004,Tennessee,Henry,47079,John Kerry,democrat,5728,12170,20191203
2004,Tennessee,Henry,47079,George W. Bush,republican,6337,12170,20191203
2004,Tennessee,Henry,47079,Other,NA,105,12170,20191203
2004,Tennessee,Hickman,47081,John Kerry,democrat,4261,8671,20191203
2004,Tennessee,Hickman,47081,George W. Bush,republican,4359,8671,20191203
2004,Tennessee,Hickman,47081,Other,NA,51,8671,20191203
2004,Tennessee,Houston,47083,John Kerry,democrat,2126,3593,20191203
2004,Tennessee,Houston,47083,George W. Bush,republican,1438,3593,20191203
2004,Tennessee,Houston,47083,Other,NA,29,3593,20191203
2004,Tennessee,Humphreys,47085,John Kerry,democrat,4485,7793,20191203
2004,Tennessee,Humphreys,47085,George W. Bush,republican,3261,7793,20191203
2004,Tennessee,Humphreys,47085,Other,NA,47,7793,20191203
2004,Tennessee,Jackson,47087,John Kerry,democrat,2996,5052,20191203
2004,Tennessee,Jackson,47087,George W. Bush,republican,2024,5052,20191203
2004,Tennessee,Jackson,47087,Other,NA,32,5052,20191203
2004,Tennessee,Jefferson,47089,John Kerry,democrat,5469,17207,20191203
2004,Tennessee,Jefferson,47089,George W. Bush,republican,11617,17207,20191203
2004,Tennessee,Jefferson,47089,Other,NA,121,17207,20191203
2004,Tennessee,Johnson,47091,John Kerry,democrat,1810,6476,20191203
2004,Tennessee,Johnson,47091,George W. Bush,republican,4632,6476,20191203
2004,Tennessee,Johnson,47091,Other,NA,34,6476,20191203
2004,Tennessee,Knox,47093,John Kerry,democrat,65921,178175,20191203
2004,Tennessee,Knox,47093,George W. Bush,republican,110653,178175,20191203
2004,Tennessee,Knox,47093,Other,NA,1601,178175,20191203
2004,Tennessee,Lake,47095,John Kerry,democrat,1039,2370,20191203
2004,Tennessee,Lake,47095,George W. Bush,republican,1317,2370,20191203
2004,Tennessee,Lake,47095,Other,NA,14,2370,20191203
2004,Tennessee,Lauderdale,47097,John Kerry,democrat,4473,8681,20191203
2004,Tennessee,Lauderdale,47097,George W. Bush,republican,4164,8681,20191203
2004,Tennessee,Lauderdale,47097,Other,NA,44,8681,20191203
2004,Tennessee,Lawrence,47099,John Kerry,democrat,6592,16651,20191203
2004,Tennessee,Lawrence,47099,George W. Bush,republican,9952,16651,20191203
2004,Tennessee,Lawrence,47099,Other,NA,107,16651,20191203
2004,Tennessee,Lewis,47101,John Kerry,democrat,2191,5053,20191203
2004,Tennessee,Lewis,47101,George W. Bush,republican,2819,5053,20191203
2004,Tennessee,Lewis,47101,Other,NA,43,5053,20191203
2004,Tennessee,Lincoln,47103,John Kerry,democrat,4546,12455,20191203
2004,Tennessee,Lincoln,47103,George W. Bush,republican,7827,12455,20191203
2004,Tennessee,Lincoln,47103,Other,NA,82,12455,20191203
2004,Tennessee,Loudon,47105,John Kerry,democrat,5706,19862,20191203
2004,Tennessee,Loudon,47105,George W. Bush,republican,14041,19862,20191203
2004,Tennessee,Loudon,47105,Other,NA,115,19862,20191203
2004,Tennessee,McMinn,47107,John Kerry,democrat,5889,17999,20191203
2004,Tennessee,McMinn,47107,George W. Bush,republican,11978,17999,20191203
2004,Tennessee,McMinn,47107,Other,NA,132,17999,20191203
2004,Tennessee,McNairy,47109,John Kerry,democrat,4101,9924,20191203
2004,Tennessee,McNairy,47109,George W. Bush,republican,5787,9924,20191203
2004,Tennessee,McNairy,47109,Other,NA,36,9924,20191203
2004,Tennessee,Macon,47111,John Kerry,democrat,2739,7434,20191203
2004,Tennessee,Macon,47111,George W. Bush,republican,4670,7434,20191203
2004,Tennessee,Macon,47111,Other,NA,25,7434,20191203
2004,Tennessee,Madison,47113,John Kerry,democrat,16837,38665,20191203
2004,Tennessee,Madison,47113,George W. Bush,republican,21672,38665,20191203
2004,Tennessee,Madison,47113,Other,NA,156,38665,20191203
2004,Tennessee,Marion,47115,John Kerry,democrat,5548,11492,20191203
2004,Tennessee,Marion,47115,George W. Bush,republican,5862,11492,20191203
2004,Tennessee,Marion,47115,Other,NA,82,11492,20191203
2004,Tennessee,Marshall,47117,John Kerry,democrat,4722,10615,20191203
2004,Tennessee,Marshall,47117,George W. Bush,republican,5825,10615,20191203
2004,Tennessee,Marshall,47117,Other,NA,68,10615,20191203
2004,Tennessee,Maury,47119,John Kerry,democrat,12372,30026,20191203
2004,Tennessee,Maury,47119,George W. Bush,republican,17495,30026,20191203
2004,Tennessee,Maury,47119,Other,NA,159,30026,20191203
2004,Tennessee,Meigs,47121,John Kerry,democrat,1595,4131,20191203
2004,Tennessee,Meigs,47121,George W. Bush,republican,2499,4131,20191203
2004,Tennessee,Meigs,47121,Other,NA,37,4131,20191203
2004,Tennessee,Monroe,47123,John Kerry,democrat,5349,15553,20191203
2004,Tennessee,Monroe,47123,George W. Bush,republican,10113,15553,20191203
2004,Tennessee,Monroe,47123,Other,NA,91,15553,20191203
2004,Tennessee,Montgomery,47125,John Kerry,democrat,20061,48975,20191203
2004,Tennessee,Montgomery,47125,George W. Bush,republican,28615,48975,20191203
2004,Tennessee,Montgomery,47125,Other,NA,299,48975,20191203
2004,Tennessee,Moore,47127,John Kerry,democrat,1084,2773,20191203
2004,Tennessee,Moore,47127,George W. Bush,republican,1667,2773,20191203
2004,Tennessee,Moore,47127,Other,NA,22,2773,20191203
2004,Tennessee,Morgan,47129,John Kerry,democrat,2924,7360,20191203
2004,Tennessee,Morgan,47129,George W. Bush,republican,4401,7360,20191203
2004,Tennessee,Morgan,47129,Other,NA,35,7360,20191203
2004,Tennessee,Obion,47131,John Kerry,democrat,5549,13535,20191203
2004,Tennessee,Obion,47131,George W. Bush,republican,7859,13535,20191203
2004,Tennessee,Obion,47131,Other,NA,127,13535,20191203
2004,Tennessee,Overton,47133,John Kerry,democrat,4518,8510,20191203
2004,Tennessee,Overton,47133,George W. Bush,republican,3941,8510,20191203
2004,Tennessee,Overton,47133,Other,NA,51,8510,20191203
2004,Tennessee,Perry,47135,John Kerry,democrat,1579,3148,20191203
2004,Tennessee,Perry,47135,George W. Bush,republican,1520,3148,20191203
2004,Tennessee,Perry,47135,Other,NA,49,3148,20191203
2004,Tennessee,Pickett,47137,John Kerry,democrat,1033,2645,20191203
2004,Tennessee,Pickett,47137,George W. Bush,republican,1600,2645,20191203
2004,Tennessee,Pickett,47137,Other,NA,12,2645,20191203
2004,Tennessee,Polk,47139,John Kerry,democrat,2724,6699,20191203
2004,Tennessee,Polk,47139,George W. Bush,republican,3923,6699,20191203
2004,Tennessee,Polk,47139,Other,NA,52,6699,20191203
2004,Tennessee,Putnam,47141,John Kerry,democrat,10549,26407,20191203
2004,Tennessee,Putnam,47141,George W. Bush,republican,15619,26407,20191203
2004,Tennessee,Putnam,47141,Other,NA,239,26407,20191203
2004,Tennessee,Rhea,47143,John Kerry,democrat,3663,11037,20191203
2004,Tennessee,Rhea,47143,George W. Bush,republican,7288,11037,20191203
2004,Tennessee,Rhea,47143,Other,NA,86,11037,20191203
2004,Tennessee,Roane,47145,John Kerry,democrat,8676,23264,20191203
2004,Tennessee,Roane,47145,George W. Bush,republican,14423,23264,20191203
2004,Tennessee,Roane,47145,Other,NA,165,23264,20191203
2004,Tennessee,Robertson,47147,John Kerry,democrat,9863,25319,20191203
2004,Tennessee,Robertson,47147,George W. Bush,republican,15329,25319,20191203
2004,Tennessee,Robertson,47147,Other,NA,127,25319,20191203
2004,Tennessee,Rutherford,47149,John Kerry,democrat,31639,84390,20191203
2004,Tennessee,Rutherford,47149,George W. Bush,republican,52189,84390,20191203
2004,Tennessee,Rutherford,47149,Other,NA,562,84390,20191203
2004,Tennessee,Scott,47151,John Kerry,democrat,3085,7626,20191203
2004,Tennessee,Scott,47151,George W. Bush,republican,4508,7626,20191203
2004,Tennessee,Scott,47151,Other,NA,33,7626,20191203
2004,Tennessee,Sequatchie,47153,John Kerry,democrat,1986,4982,20191203
2004,Tennessee,Sequatchie,47153,George W. Bush,republican,2950,4982,20191203
2004,Tennessee,Sequatchie,47153,Other,NA,46,4982,20191203
2004,Tennessee,Sevier,47155,John Kerry,democrat,8613,30944,20191203
2004,Tennessee,Sevier,47155,George W. Bush,republican,22127,30944,20191203
2004,Tennessee,Sevier,47155,Other,NA,204,30944,20191203
2004,Tennessee,Shelby,47157,John Kerry,democrat,215810,375584,20191203
2004,Tennessee,Shelby,47157,George W. Bush,republican,157591,375584,20191203
2004,Tennessee,Shelby,47157,Other,NA,2183,375584,20191203
2004,Tennessee,Smith,47159,John Kerry,democrat,4038,7821,20191203
2004,Tennessee,Smith,47159,George W. Bush,republican,3738,7821,20191203
2004,Tennessee,Smith,47159,Other,NA,45,7821,20191203
2004,Tennessee,Stewart,47161,John Kerry,democrat,2860,5583,20191203
2004,Tennessee,Stewart,47161,George W. Bush,republican,2675,5583,20191203
2004,Tennessee,Stewart,47161,Other,NA,48,5583,20191203
2004,Tennessee,Sullivan,47163,John Kerry,democrat,19626,62598,20191203
2004,Tennessee,Sullivan,47163,George W. Bush,republican,42526,62598,20191203
2004,Tennessee,Sullivan,47163,Other,NA,446,62598,20191203
2004,Tennessee,Sumner,47165,John Kerry,democrat,21439,61909,20191203
2004,Tennessee,Sumner,47165,George W. Bush,republican,40141,61909,20191203
2004,Tennessee,Sumner,47165,Other,NA,329,61909,20191203
2004,Tennessee,Tipton,47167,John Kerry,democrat,7379,21677,20191203
2004,Tennessee,Tipton,47167,George W. Bush,republican,14178,21677,20191203
2004,Tennessee,Tipton,47167,Other,NA,120,21677,20191203
2004,Tennessee,Trousdale,47169,John Kerry,democrat,1850,3190,20191203
2004,Tennessee,Trousdale,47169,George W. Bush,republican,1314,3190,20191203
2004,Tennessee,Trousdale,47169,Other,NA,26,3190,20191203
2004,Tennessee,Unicoi,47171,John Kerry,democrat,2372,7457,20191203
2004,Tennessee,Unicoi,47171,George W. Bush,republican,5026,7457,20191203
2004,Tennessee,Unicoi,47171,Other,NA,59,7457,20191203
2004,Tennessee,Union,47173,John Kerry,democrat,2524,6710,20191203
2004,Tennessee,Union,47173,George W. Bush,republican,4145,6710,20191203
2004,Tennessee,Union,47173,Other,NA,41,6710,20191203
2004,Tennessee,Van Buren,47175,John Kerry,democrat,1209,2346,20191203
2004,Tennessee,Van Buren,47175,George W. Bush,republican,1119,2346,20191203
2004,Tennessee,Van Buren,47175,Other,NA,18,2346,20191203
2004,Tennessee,Warren,47177,John Kerry,democrat,6803,14394,20191203
2004,Tennessee,Warren,47177,George W. Bush,republican,7502,14394,20191203
2004,Tennessee,Warren,47177,Other,NA,89,14394,20191203
2004,Tennessee,Washington,47179,John Kerry,democrat,14937,44984,20191203
2004,Tennessee,Washington,47179,George W. Bush,republican,29720,44984,20191203
2004,Tennessee,Washington,47179,Other,NA,327,44984,20191203
2004,Tennessee,Wayne,47181,John Kerry,democrat,1951,5983,20191203
2004,Tennessee,Wayne,47181,George W. Bush,republican,3998,5983,20191203
2004,Tennessee,Wayne,47181,Other,NA,34,5983,20191203
2004,Tennessee,Weakley,47183,John Kerry,democrat,5584,13491,20191203
2004,Tennessee,Weakley,47183,George W. Bush,republican,7816,13491,20191203
2004,Tennessee,Weakley,47183,Other,NA,91,13491,20191203
2004,Tennessee,White,47185,John Kerry,democrat,4147,9494,20191203
2004,Tennessee,White,47185,George W. Bush,republican,5268,9494,20191203
2004,Tennessee,White,47185,Other,NA,79,9494,20191203
2004,Tennessee,Williamson,47187,John Kerry,democrat,21719,79577,20191203
2004,Tennessee,Williamson,47187,George W. Bush,republican,57409,79577,20191203
2004,Tennessee,Williamson,47187,Other,NA,449,79577,20191203
2004,Tennessee,Wilson,47189,John Kerry,democrat,15256,44403,20191203
2004,Tennessee,Wilson,47189,George W. Bush,republican,28896,44403,20191203
2004,Tennessee,Wilson,47189,Other,NA,251,44403,20191203
2008,Tennessee,Anderson,47001,Barack Obama,democrat,11396,31570,20191203
2008,Tennessee,Anderson,47001,John McCain,republican,19675,31570,20191203
2008,Tennessee,Anderson,47001,Other,NA,499,31570,20191203
2008,Tennessee,Bedford,47003,Barack Obama,democrat,5027,15507,20191203
2008,Tennessee,Bedford,47003,John McCain,republican,10217,15507,20191203
2008,Tennessee,Bedford,47003,Other,NA,263,15507,20191203
2008,Tennessee,Benton,47005,Barack Obama,democrat,2645,6479,20191203
2008,Tennessee,Benton,47005,John McCain,republican,3696,6479,20191203
2008,Tennessee,Benton,47005,Other,NA,138,6479,20191203
2008,Tennessee,Bledsoe,47007,Barack Obama,democrat,1517,4784,20191203
2008,Tennessee,Bledsoe,47007,John McCain,republican,3166,4784,20191203
2008,Tennessee,Bledsoe,47007,Other,NA,101,4784,20191203
2008,Tennessee,Blount,47009,Barack Obama,democrat,15253,51645,20191203
2008,Tennessee,Blount,47009,John McCain,republican,35571,51645,20191203
2008,Tennessee,Blount,47009,Other,NA,821,51645,20191203
2008,Tennessee,Bradley,47011,Barack Obama,democrat,9357,38191,20191203
2008,Tennessee,Bradley,47011,John McCain,republican,28333,38191,20191203
2008,Tennessee,Bradley,47011,Other,NA,501,38191,20191203
2008,Tennessee,Campbell,47013,Barack Obama,democrat,3867,12628,20191203
2008,Tennessee,Campbell,47013,John McCain,republican,8535,12628,20191203
2008,Tennessee,Campbell,47013,Other,NA,226,12628,20191203
2008,Tennessee,Cannon,47015,Barack Obama,democrat,2011,5457,20191203
2008,Tennessee,Cannon,47015,John McCain,republican,3322,5457,20191203
2008,Tennessee,Cannon,47015,Other,NA,124,5457,20191203
2008,Tennessee,Carroll,47017,Barack Obama,democrat,3980,11646,20191203
2008,Tennessee,Carroll,47017,John McCain,republican,7455,11646,20191203
2008,Tennessee,Carroll,47017,Other,NA,211,11646,20191203
2008,Tennessee,Carter,47019,Barack Obama,democrat,5587,21769,20191203
2008,Tennessee,Carter,47019,John McCain,republican,15852,21769,20191203
2008,Tennessee,Carter,47019,Other,NA,330,21769,20191203
2008,Tennessee,Cheatham,47021,Barack Obama,democrat,5498,16428,20191203
2008,Tennessee,Cheatham,47021,John McCain,republican,10702,16428,20191203
2008,Tennessee,Cheatham,47021,Other,NA,228,16428,20191203
2008,Tennessee,Chester,47023,Barack Obama,democrat,1797,6459,20191203
2008,Tennessee,Chester,47023,John McCain,republican,4587,6459,20191203
2008,Tennessee,Chester,47023,Other,NA,75,6459,20191203
2008,Tennessee,Claiborne,47025,Barack Obama,democrat,3078,10420,20191203
2008,Tennessee,Claiborne,47025,John McCain,republican,7175,10420,20191203
2008,Tennessee,Claiborne,47025,Other,NA,167,10420,20191203
2008,Tennessee,Clay,47027,Barack Obama,democrat,1248,2994,20191203
2008,Tennessee,Clay,47027,John McCain,republican,1676,2994,20191203
2008,Tennessee,Clay,47027,Other,NA,70,2994,20191203
2008,Tennessee,Cocke,47029,Barack Obama,democrat,3340,12481,20191203
2008,Tennessee,Cocke,47029,John McCain,republican,8945,12481,20191203
2008,Tennessee,Cocke,47029,Other,NA,196,12481,20191203
2008,Tennessee,Coffee,47031,Barack Obama,democrat,7132,20790,20191203
2008,Tennessee,Coffee,47031,John McCain,republican,13250,20790,20191203
2008,Tennessee,Coffee,47031,Other,NA,408,20790,20191203
2008,Tennessee,Crockett,47033,Barack Obama,democrat,1967,6037,20191203
2008,Tennessee,Crockett,47033,John McCain,republican,3994,6037,20191203
2008,Tennessee,Crockett,47033,Other,NA,76,6037,20191203
2008,Tennessee,Cumberland,47035,Barack Obama,democrat,7889,25712,20191203
2008,Tennessee,Cumberland,47035,John McCain,republican,17436,25712,20191203
2008,Tennessee,Cumberland,47035,Other,NA,387,25712,20191203
2008,Tennessee,Davidson,47037,Barack Obama,democrat,158423,264486,20191203
2008,Tennessee,Davidson,47037,John McCain,republican,102915,264486,20191203
2008,Tennessee,Davidson,47037,Other,NA,3148,264486,20191203
2008,Tennessee,Decatur,47039,Barack Obama,democrat,1566,4763,20191203
2008,Tennessee,Decatur,47039,John McCain,republican,3101,4763,20191203
2008,Tennessee,Decatur,47039,Other,NA,96,4763,20191203
2008,Tennessee,DeKalb,47041,Barack Obama,democrat,2832,7065,20191203
2008,Tennessee,DeKalb,47041,John McCain,republican,4085,7065,20191203
2008,Tennessee,DeKalb,47041,Other,NA,148,7065,20191203
2008,Tennessee,Dickson,47043,Barack Obama,democrat,7506,19519,20191203
2008,Tennessee,Dickson,47043,John McCain,republican,11677,19519,20191203
2008,Tennessee,Dickson,47043,Other,NA,336,19519,20191203
2008,Tennessee,Dyer,47045,Barack Obama,democrat,4411,14450,20191203
2008,Tennessee,Dyer,47045,John McCain,republican,9859,14450,20191203
2008,Tennessee,Dyer,47045,Other,NA,180,14450,20191203
2008,Tennessee,Fayette,47047,Barack Obama,democrat,6892,19254,20191203
2008,Tennessee,Fayette,47047,John McCain,republican,12173,19254,20191203
2008,Tennessee,Fayette,47047,Other,NA,189,19254,20191203
2008,Tennessee,Fentress,47049,Barack Obama,democrat,1831,6739,20191203
2008,Tennessee,Fentress,47049,John McCain,republican,4789,6739,20191203
2008,Tennessee,Fentress,47049,Other,NA,119,6739,20191203
2008,Tennessee,Franklin,47051,Barack Obama,democrat,6613,17432,20191203
2008,Tennessee,Franklin,47051,John McCain,republican,10539,17432,20191203
2008,Tennessee,Franklin,47051,Other,NA,280,17432,20191203
2008,Tennessee,Gibson,47053,Barack Obama,democrat,7406,21253,20191203
2008,Tennessee,Gibson,47053,John McCain,republican,13516,21253,20191203
2008,Tennessee,Gibson,47053,Other,NA,331,21253,20191203
2008,Tennessee,Giles,47055,Barack Obama,democrat,4614,11689,20191203
2008,Tennessee,Giles,47055,John McCain,republican,6902,11689,20191203
2008,Tennessee,Giles,47055,Other,NA,173,11689,20191203
2008,Tennessee,Grainger,47057,Barack Obama,democrat,2066,7503,20191203
2008,Tennessee,Grainger,47057,John McCain,republican,5297,7503,20191203
2008,Tennessee,Grainger,47057,Other,NA,140,7503,20191203
2008,Tennessee,Greene,47059,Barack Obama,democrat,7110,24670,20191203
2008,Tennessee,Greene,47059,John McCain,republican,17151,24670,20191203
2008,Tennessee,Greene,47059,Other,NA,409,24670,20191203
2008,Tennessee,Grundy,47061,Barack Obama,democrat,1971,4632,20191203
2008,Tennessee,Grundy,47061,John McCain,republican,2563,4632,20191203
2008,Tennessee,Grundy,47061,Other,NA,98,4632,20191203
2008,Tennessee,Hamblen,47063,Barack Obama,democrat,6807,22669,20191203
2008,Tennessee,Hamblen,47063,John McCain,republican,15508,22669,20191203
2008,Tennessee,Hamblen,47063,Other,NA,354,22669,20191203
2008,Tennessee,Hamilton,47065,Barack Obama,democrat,64246,147520,20191203
2008,Tennessee,Hamilton,47065,John McCain,republican,81702,147520,20191203
2008,Tennessee,Hamilton,47065,Other,NA,1572,147520,20191203
2008,Tennessee,Hancock,47067,Barack Obama,democrat,604,2241,20191203
2008,Tennessee,Hancock,47067,John McCain,republican,1588,2241,20191203
2008,Tennessee,Hancock,47067,Other,NA,49,2241,20191203
2008,Tennessee,Hardeman,47069,Barack Obama,democrat,5919,11237,20191203
2008,Tennessee,Hardeman,47069,John McCain,republican,5225,11237,20191203
2008,Tennessee,Hardeman,47069,Other,NA,93,11237,20191203
2008,Tennessee,Hardin,47071,Barack Obama,democrat,2794,10035,20191203
2008,Tennessee,Hardin,47071,John McCain,republican,7077,10035,20191203
2008,Tennessee,Hardin,47071,Other,NA,164,10035,20191203
2008,Tennessee,Hawkins,47073,Barack Obama,democrat,5930,21040,20191203
2008,Tennessee,Hawkins,47073,John McCain,republican,14756,21040,20191203
2008,Tennessee,Hawkins,47073,Other,NA,354,21040,20191203
2008,Tennessee,Haywood,47075,Barack Obama,democrat,4893,8121,20191203
2008,Tennessee,Haywood,47075,John McCain,republican,3165,8121,20191203
2008,Tennessee,Haywood,47075,Other,NA,63,8121,20191203
2008,Tennessee,Henderson,47077,Barack Obama,democrat,3021,10834,20191203
2008,Tennessee,Henderson,47077,John McCain,republican,7669,10834,20191203
2008,Tennessee,Henderson,47077,Other,NA,144,10834,20191203
2008,Tennessee,Henry,47079,Barack Obama,democrat,5153,13545,20191203
2008,Tennessee,Henry,47079,John McCain,republican,8182,13545,20191203
2008,Tennessee,Henry,47079,Other,NA,210,13545,20191203
2008,Tennessee,Hickman,47081,Barack Obama,democrat,3563,8498,20191203
2008,Tennessee,Hickman,47081,John McCain,republican,4784,8498,20191203
2008,Tennessee,Hickman,47081,Other,NA,151,8498,20191203
2008,Tennessee,Houston,47083,Barack Obama,democrat,1678,3354,20191203
2008,Tennessee,Houston,47083,John McCain,republican,1608,3354,20191203
